year,journal,title,text,authors
1989,Lancet,Cervical smears: a questionable practice?,Screening for carcinoma of the cervix by cervical smears satisfies none of the criteria which would provide its justification. It is an expensive contribution to ill health because the harms exceed the possible benefits by a substantial margin.,NA
1989,Lancet,Indicators of effective cytological sampling of the uterine cervix.,"A case-control comparison of adequate and inadequate cervical smears (adequacy being defined as the successful detection of cervical intraepithelial neoplasia and inadequacy as the failure to do so when disease was almost certainly present) was undertaken to determine whether indicators of effective cytological sampling could be identified. The association between inadequate smears and the absence of two types of normal epithelial cells (columnar cells of endocervical origin and immature metaplastic cells) was measured. A significant and substantial association was found between inadequate cervical smears and immature metaplastic cells and between inadequate smears and both types of cell. Endocervical cells alone were less likely to be found in inadequate than in adequate smears, but this association was not statistically significant.",NA
1989,Lancet,Relation between infection with a subtype of HPV16 and cervical neoplasia.,"A variant (HPV16b) of the previously described human papillomavirus (HPV)16 (now called HPV16a) has been identified by polymerase chain reaction assays. Compared with HPV16a, HPV16b has a 21bp deletion and several point mutations within the upstream regulatory region. All cervical carcinoma samples studied contained only HPV16a. HPV16b was found only rarely in cervical neoplasia but was common in the normal population.",NA
1988,Lancet,Oral contraceptive use and malignancies of the genital tract. Results from the Royal College of General Practitioners' Oral Contraception Study.,"Of 47,000 women followed since 1968, those who had used oral contraceptives (ever-users) had a significantly higher incidence rate of cervical cancer than never-users. After standardisation of rates by age, parity, smoking, social class, number of previously normal cervical smears, and history of sexually transmitted disease, the excess was 41 per 100,000 woman-years for carcinoma-in-situ and 8 per 100,000 woman-years for invasive cervical cancer. Incidence increased with increasing duration of use: the standardised incidence rate for cervical cancer in women who had taken the pill for more than 10 years was four times than in never-users. Ever-users had a lower incidence of other uterine cancers (deficit 5 per 100,000 woman-years); a lower incidence of ovarian cancer was also found (deficit 4 per 100,000), but was not statistically significant. Overall, ever-users had an excess incidence for genital tract cancers 37 per 100,000 woman-years. This excess was mainly from carcinoma-in-situ of the cervix; the excess incidence of invasive cervical cancer was offset by the deficits in other uterine and ovarian cancers. Standardised mortality rates from genital cancer were similar in ever-users and never-users. Of relevance to clinical practice is the substantially different distribution of primary cancer sites: cervical cancer accounted for 75% of the invasive genital cancers and 74% of deaths from genital cancer in ever-users, but only 31% of the invasive cancers and 30% of deaths in never-users.",NA
1988,Lancet,Effect of cigarette smoking on cervical epithelial immunity: a mechanism for neoplastic change?,"Langerhans' cells in cervical epithelium in colposcopic biopsy specimens were identified by immunocytochemical staining for S100 protein and T6 (CD1) antigen, and their density was quantified. Possible cofactors for the development of cervical neoplasia were examined for any effect on the cell counts per unit area. Current cigarette smoking was associated with a significant decrease in the Langerhans' cell population in both normal epithelium and lesions due to cervical intraepithelial neoplasia. Ex-smokers tended to have cell counts between those of smokers and non-smokers. There was a dose-response relation between number of cigarettes smoked daily and effect on cell counts. These findings of a local immunological effect of smoking on cervical epithelium may explain the means by which cigarette smoking contributes to the development of cervical neoplasia.",NA
1988,Lancet,"Diagnostic significance of octadeca-9,11-dienoic acid in cervical neoplasia.","The percentage molar ratio (%MR) of the 9,11 and 9,12 isomers of octadecadienoic acid was determined in cervical exfoliated cells from 148 subjects, of whom 27 had cytologically proven intraepithelial neoplasia and in cervical biopsy specimens from 43 subjects, of whom 24 had histologically diagnosed cervical intraepithelial neoplasia. The %MR in both cervical biopsy specimens and exfoliated cells did not significantly differ in subjects with or without cervical intraepithelial neoplasia. The measurement of the %MR of 9,11:9,12 octadecadienoic acid has no role in the detection of cervical intraepithelial neoplasia.",NA
1987,Lancet,Quantitative assessment of cervical neoplasia by hydrolysed DNA assay.,A hydrolysed component of DNA was measured in cervical smears from 187 women. The results clearly distinguished patients with cervical intraepithelial neoplasia and invasive carcinoma from a control group. This method could be automated.,NA
1987,Lancet,Human papillomavirus infections in women with and without abnormal cervical cytology.,"9295 smears, obtained from women attending three gynaecological hospitals for routine screening, were examined for human papillomavirus (HPV) types 6 and 11 and HPV 16 and 18 infections by filter in-situ hybridisation. The data were compared with cytological findings. In women with normal cytological smears HPV infection was identified in about 10% of women aged between 15 and 50 years and in less than 5% of those aged over 50. In women with abnormal smears (cervical intraepithelial neoplasia [CIN] I, II, and III and invasive cancer) HPV infection was detected in 35-40%; this rate seemed to be age-independent. the Peak incidence of CIN appeared several years after that of HPV infection. In women aged greater than 30 years it also declined earlier than did HPV positivity. The age-group distribution of women with CIN I, II, and III differed significantly from that of patients with invasive cancer. Only about a third of HPV-positive patients remained virus-positive, probably because of fluctuations in virus production and the insensitivity of the test system used. It is possible that filter in-situ hybridisation underestimates the total rate of HPV infections by a factor of 2 to 3.",NA
1987,Lancet,Trends in mortality from cervical cancer in the Nordic countries: association with organised screening programmes.,"Time trends in mortality from cervical cancer in Denmark, Finland, Iceland, Norway, and Sweden since the early 1950s were investigated in relation to the extent and intensity of organised screening programmes in these countries. In all five countries the cumulative mortality rates (0-74 years) fell between 1965 and 1982. In Iceland, where the nationwide programme has the widest target age range, the fall in mortality was greatest (80%). Finland and Sweden have nationwide programmes also; the mortality fell by 50% and 34%, respectively. In Denmark, where about 40% of the population are covered by organised programmes, the overall mortality fell by 25%, but in Norway, with only 5% of the population covered by organised screening, the mortality fell by only 10%. The results support the conclusion that organised screening programmes have had a major impact on the reduction in mortality from cervical cancer in the Nordic countries.",NA
1987,Lancet,C-myc proto-oncogene expression and prognosis in early carcinoma of the uterine cervix.,"Expression of the c-myc gene was studied by northern blot and slot blot hybridisation in 72 specimens of stage I or II squamous cell carcinoma of the uterine cervix. In 25 of the 72 tumours c-myc proto-oncogene was overexpressed (ie, at levels 4-20 times higher than in normal tissues). Patients whose tumours showed c-myc overexpression had an eight-fold greater incidence of early relapse than the other patients (p = 0.001). The 18-month relapse-free survival rates were, respectively, 49% and 90% for these two groups of patients.",NA
1987,Lancet,HPV 16 DNA in normal and malignant cervical epithelium: implications for the aetiology and behaviour of cervical neoplasia.,"Southern blot hybridisation showed that cervical cancer biopsy specimens from 31 of 47 (66%, 95% confidence interval [CI] 52-80%) patients contained HPV 16 homologous DNA sequences, with evidence of integration of viral genome into host cell chromosomes in 7. Normal ectocervical biopsies from 9 of 26 (35%, 95% CI 16-53%) control women contained HPV 16 DNA, and none showed evidence of integration. HPV 16 DNA positivity did not correlate with marital or sexual history, parity, use of oral contraceptives, or smoking habits in cases or controls, or with outcome of treatment in cases. HPV 16 DNA positivity was found less frequently with age less than 40 years old than with age greater than 40 in both cases (p less than 0.05) and controls (p less than 0.01). After age-adjustment there was no significant difference between cases and controls in frequency with which HPV 16 DNA was found. These data suggest that the association between HPV 16 and cervical neoplasia is age-mediated and that the presence of the viral genome may not always warrant intervention.",NA
1987,Lancet,"Diagnosis of cervical neoplasia by the estimation of octadeca-9,11-dienoic acid.","Exfoliated cells from the precancerous cervix have an increased concentration of octadeca-9,11-dienoic acid, a diene-conjugated isomer of linoleic acid. A high-performance liquid chromatographic method which measures both has been automated. It may form the basis of a sensitive diagnostic test.",NA
1986,Lancet,Does mild atypia on a cervical smear warrant further investigation?,"228 women referred to a colposcopy clinic over a 10-year period with mildly atypical cervical cytology had a histological diagnosis established by colposcopically directed biopsy. Of the 187 women (82.0%) who had dyskaryosis on the referral smear, 129 (69%) had cervical intraepithelial neoplasia (CIN) grade II or III on histology, as did 12 (29.2%) of the 41 women without dyskaryosis. 27.6% of smears taken at the time of colposcopy had normal cytology, although a third of these women had CIN II or III diagnosed on histology at that time. The poor correlation between mildly atypical cervical cytology and histology suggests that the practice of relying on cytology alone for the surveillance of women who have already had an atypical smear should be discouraged.",NA
1986,Lancet,"Progressive potential of mild cervical atypia: prospective cytological, colposcopic, and virological study.","A prospective study of 100 women with cytological and colposcopic evidence of mild cervical atypia consistent with cervical intraepithelial neoplasia (CIN) grade I was started in October, 1983. 26% of early preinvasive cervical lesions progressed to histologically proven CIN III. Spontaneous regression of mild cervical atypia occurred in only 11 cases, and in 4 of these CIN recurred. The overall prevalence of human papillomavirus type 16 (HPV 16) in the study group, detected by filter DNA-DNA hybridisation of a cervical cytological specimen, was 39%. However, 22 of the 26 (85%) cases of progressive disease were positive for HPV 16. Detection of HPV 16 may be a non-invasive way of identifying women at high risk of rapid progression of mild cervical atypia to CIN III.",NA
1986,Lancet,Prospective evaluation of risk of cervical cancer after cytological evidence of human papilloma virus infection.,"846 women with cytological evidence of human papillomavirus infection on their Papanicolaou smears in 1979 were followed for the subsequent development of cervical malignant disorders. Carcinoma-in-situ developed in 30 women during the next 6 years, compared with an expected number of 1.9 by general population incidence figures, giving a relative risk of 15.6. The risk was greatly increased (38.7) in women younger than 25 years when the cytological diagnosis of human papillomavirus infection was made.",NA
1985,Lancet,Screening for cervical intraepithelial neoplasia in Dundee and Angus 1962-81 and its relation with invasive cervical cancer.,"Cervical cytology screening started in Dundee and Angus in 1962 and apart from the five-year recall is largely opportunistic, the screening policy being in line with the recommendations of the Scottish Health Service Planning Council (1978) report. In the 1977-81 period the screening rate was 47% (maximum 70-80% in the 20-40 age-group). The incidence rate of cervical intraepithelial neoplasia 3 varied from 3.2/1000 in women under age 35 to 0.5/1000 in those over age 55. The average yearly incidence and death rates per 100 000 women over the age of 20 were calculated from gynaecological cancer registry records. In women between the ages of 35 and 54, there was a progressive reduction in incidence from 40.89 during the five-year period before screening to 17.11 between 1977-81, with deaths falling from 20.71 to 7.33. Incidence figures recorded by the East of Scotland Cancer Registration Office were practically identical with those of the gynaecological cancer registry, but the many inaccuracies in death certificate records led to an over-recording of deaths in women over 55 between 1972 and 1981.",NA
1985,Lancet,"Indium-111 labelled monoclonal antibody to placental alkaline phosphatase in in the detection of neoplasms of testis, ovary, and cervix.","A monoclonal antibody (H17E2) against placental alkaline phosphatase (PLAP) and testicular placental-like alkaline phosphatase was labelled with indium-111 and used in radioimmunoscintigraphy of 15 patients known or suspected to have germ-cell carcinoma of the testis or carcinoma of the ovary or cervix. Good images of neoplastic lesions were obtained in most patients with active disease. In 1 patient with testicular teratoma and elevated human chorionic gonadotropin who had a normal computed tomography scan, the labelled antibody located microscopic disease in a lymph node, which was then removed. No false positive localisation was seen in patients with PLAP-negative tumours or sites of inflammation. This method may be helpful in the diagnosis, staging, and monitoring of PLAP-positive neoplasms of testicular, ovarian, and cervical origin.",NA
1985,Lancet,Neutron brachytherapy is better than conventional radiotherapy in advanced cervical cancer.,"Californium-252 (252Cf), a fast-neutron emitting radioisotope, was used for neutron brachytherapy (NT) of 82 patients with advanced (stage III and IV) cervical cancer. The results were compared with caesium-137 brachytherapy; both isotopes were given in combination with high-dose fractionated pelvic radiotherapy. In patients with stage IIIB disease (ie, tumour to the pelvic side-wall), 252Cf intracavitary therapy resulted in 54% 5-year survival compared with 12% in the caesium group. To be effective, Cf-NT must be given before external beam (photon) therapy.",NA
1985,Lancet,Increased risk of cervical neoplasia in consorts of men with penile condylomata acuminata.,"19 (76%) of 25 women who had been the sole sexual consorts, for at least 1 year, of men with pre-existing penile condylomata acuminata had similar lesions of the lower genital tract. 9 (36%) of the women had an abnormal cervix as judged by cytology, colposcopy, and histology, and 7 (77%) of these 9 had associated human papillomavirus (HPV) infection detected by DNA/DNA hybridisation. None of 20 women in an age-matched control group had cytological or colposcopic evidence of cervical epithelial atypia. It is suggested that penile HPV infection in a male partner places a woman at risk of cervical neoplasia.",NA
1985,Lancet,Screening for wart virus infection in normal and abnormal cervices by DNA hybridisation of cervical scrapes.,"Cervical scrapings from 78 women attending a sexually transmitted diseases (STD) clinic, family planning clinic, and colposcopy clinic were assayed for human papillomavirus type 6 (HPV-6) by DNA hybridisation. Results of hybridisation were compared with clinical, colposcopic, and cytological findings. Scrapings from 2 of the 4 women with genital warts gave positive results with the HPV probe. No HPV-6 DNA was detected in scrapings from 18 women attending an FPC whereas scrapings from 2 of 19 STD clinic patients with normal colposcopic and cytological examination were positive-this means that DNA hybridisation detected wart virus infection where previously none was suspected. HPV-6 DNA was detected in about 10% of cervical scrapings from women with cervical intraepithelial neoplasia (CIN) both before and after treatment. Indeed in 2 patients in whom viral DNA persisted after laser therapy, it was associated with local recurrence of neoplasia. This non-invasive technique is suitable for use as a screening test for HPV infection. In this study it identified women who have a high risk of developing CIN and in whom close cytological and colposcopic surveillance is indicated.",NA
1984,Lancet,"""Pap"" smear and the risk of cervical neoplasia: quantitative estimates from a case-control study.","The relation between Papanicolau (""Pap"") smear and the risk of cervical neoplasia was evaluated in a case-control study in which 145 women with cervical intra-epithelial neoplasia (CIN) were compared with 145 age-matched outpatient controls, and 191 cases of invasive cervical cancer were compared with 191 control subjects in hospital for acute conditions unrelated to any of the established or suspected risk factors for cervical cancer. Compared with women with no previous screening smear, the relative risk (RR) estimate for invasive cancer was 0.44 (with 95% confidence interval [CI] = 0.24-0.80) for those who had had one smear and 0.20 (95% CI = 0.13-0.32) for those who had had two or more smears. The corresponding estimates for CIN were 0.27 (95% CI = 0.10-0.71) and 0.12 (95% CI = 0.06-0.25), respectively. The risk estimates for intervals of more than 5, 3-5, and less than 3 years were 0.36, 0.18, and 0.10 for invasive cancer, and 0.45, 0.31, and 0.07 for CIN. These results were not materially modified by adjustment for the major risk factors for cervical cancer, such as indicators of socioeconomic status and sexual habits. According to the estimates of this study, 64% of invasive cervical cancers could be prevented by screening at intervals of more than 5 years, an additional 18% by reducing the interval to 3-5 years, and a further 8% to less than 3 years.",NA
1983,Lancet,Neoplasia of the cervix uteri and contraception: a possible adverse effect of the pill.,"The incidence of biopsy-proven cervical neoplasia during a 10-year follow-up was determined in 6838 parous women who entered the Oxford-Family Planning Association contraceptive study while using oral contraceptives and 3154 parous women who entered the study while using an intrauterine device (IUD). Risk factors for cervical neoplasia, continuation of attendance at family planning clinics, and frequency of examination by cervical cytology were similar in the two groups. All 13 cases of invasive cancer occurred in women in the oral contraceptive group; 9 had more than 6 years' use of the pill. Both carcinoma-in-situ and dysplasia also occurred more frequently in the oral contraceptive group than in the IUD group, and when the two conditions were considered together there was a trend in incidence with duration of oral contraceptive use. The incidence for all three forms of neoplasia combined rose from 0.9 per 1000 woman-years in those with up to 2 years' pill use to 2.2 per 1000 woman-years in those with more than 8 years' pill use. Amongst IUD users, there was no such trend in incidence with duration of use: the rate fluctuated around 1.0 per 1000 woman-years. The great majority of cases of invasive cancer were detected by means of cervical smears and were treated while the disease was still curable. Long-term users of oral contraceptives should have regular cervical cytological examination.",NA
1983,Lancet,Serological evidence for the association of papillomavirus and cervical neoplasia.,"Serum was collected from patients with anogenital warts, cervical intraepithelial neoplasia (CIN), and invasive squamous carcinoma of the uterine cervix. All sera were screened with a solid-phase enzyme-linked immunosorbent assay for an IgG antibody to a group-specific papillomavirus antigen. All three study groups had higher antibody levels than did control groups of children and adults. The invasive-cancer group had a higher geometric mean titre than the CIN or anogenital wart groups. It is proposed that patients with invasive squamous cancer of the cervix are exposed to human papillomavirus (HPV) antigens and that HPV has a role in the aetiology of cervical squamous-cell carcinoma.",NA
1982,Lancet,Human genital cancer: synergism between two virus infections or synergism between a virus infection and initiating events?,"It is proposed that human genital cancer results from a ""promoting"" papillomavirus infection and initiating events, frequently caused by herpes simplex virus (HSV) infections. This hypothesis is based on the demonstration of DNA from different types of papillomaviruses in some cervical cancer biopsy samples and in premalignant lesions; on studies revealing the initiator-like functions of HSV infections; and on analogous interactions of papillomavirus infections with initiators in the induction of certain animal and human carcinomas. The model reconciles seroepidemiological data linking HSV to human genital cancer with the apparent difficulties in finding HSV DNA by biopsy in genital cancer.",NA
1982,Lancet,Importance of the male factor in cancer of the cervix.,"A woman's risk of cervical cancer is generally thought to be related to her sexual behaviour. The sexual background of her male partners is also important. In some societies, a woman's risk of cancer of the cervix will depend less on her own behaviour than on that of her partner. Male sexual behaviour, particularly in relation to prostitution, may account for two hitherto unexplained features of the epidemiology of this disease--the extremely high incidence in Latin America and the decline in mortality this century. If this is so and men carry the aetiological agent, it will be important to discover whether they do so for short or long periods.",NA
1982,Lancet,A new marker for human cancer cells. 1 The Ca antigen and the Ca1 antibody.,"In a search for antibodies that might distinguish between malignant and non-malignant cells a panel of matched pairs of hybrid cells produced by fusion of diploid fibroblasts with malignant cells originating from a cervical carcinoma was used as a screen. Each pair consisted of a hybrid in which malignancy was suppressed and a malignant segregant derived from this hybrid. A monoclonal antibody, designated Ca1, was found that discriminated absolutely between the hybrids in which malignancy was suppressed and the malignant segregants. This antibody detected an antigen present in the cell membranes of a wide variety of malignant human cells lines but not of diploid human cell strains. The antigen was found in very low concentrations, if at all, in homogenates of normal adult or fetal tissues. It could be immunoprecipitated by the Ca1 antibody from extracts of malignant cells but not from extracts of non-malignant cells. After reduction, the immunoprecipitated antigen separated in sodium dodecyl sulphate acrylamide gels as two bands with proximate molecular masses of 390 000 and 350 000. These two components had a properties of glycoproteins with a high carbohydrate content; both bound the Ca1 antibody. The antigenic determinant resisted boiling at 100 degrees C and extraction by range of organic solvents. The binding of the Ca1 antibody to the antigen was substantially reduced by treatment of the antigen with neuraminidase, and the antigenic determinant was largely destroyed by certain endoglycosidases and by extensive proteolysis. Pending its further characterisation, this antigen had been called the Ca antigen.",NA
1981,Lancet,Case-control study of the husbands of women with dysplasia or carcinoma of the cervix uteri.,"The husbands of married women with cervical dysplasia, carcinoma-in-situ, or invasive carcinoma of the cervix who, in an earlier study, had claimed to have had no sexual partner other than their husband, were interviewed to determine whether the risk of cervical epithelial abnormalities in the women could be related to their husband's sexual background. Of 322 women previously studied, 57 were eligible for this study and the husbands of 31 of them were interviewed together with the husbands of a control group, matched for age and age at first intercourse. The number of sexual partners reported by the husband was found to be a significant risk factor, with a relative risk of 7.8 for 15 or more partners outside marriage. The relative risk for women who smoked was 7.0, and this was independent of any of the sexual risk factors. The findings for subgroups of women with invasive carcinoma and with dysplasia or carcinoma-in-situ were similar. The data strongly support the view that an infectious agent is involved in the aetiology of cancer of the cervix and suggest that smoking may have an independent carcinogenic action.",NA
1981,Lancet,Application of human leucocyte interferon in patients with carcinoma of the uterine cervix.,"15 patients with invasive squamous-cell carcinoma of the uterine cervix were treated with crude human leucocyte interferon (HLI) for 3 weeks before surgical removal of the tumour. 9 patients were given HLI topically and intramuscularly and 6 topically only. In 3 patients the surgical material was free from tumour cells, in 3 it showed a lower grade of carcinoma, and in 9 the findings remained unchanged. In only 1 patient the tumour metastasised to the lymph nodes. Typically a tumour regressed to about a third of its original size. There was a sharp distinction between the tumour mass and the healthy tissue manifested in the formation of a fibrous wall. On the basis of the scores--i.e., stromal response, relation between tumour-cell and macrophage activity and reactivity, and reactivity of the original lymph nodes--the overall appraisal of the response caused by HLI therapy was as follows: in 6 patients excellent, in 5 very good, in 1 moderate, in 2 poor, and in 1 no response. It is suggested that HLI is suitable for administration both before and after surgery in patients with cervical cancer of grade I or II. If stroma cannot be induced to respond within 21 days of treatment, HLI application should be discontinued.",NA
1980,Lancet,Prevention of postoperative lymphopenia and granulocytosis by epidural analgesia.,"Blood leucocyte-counts, cortisol, and glucose were measured in twelve healthy premenopausal women undergoing elective abdominal hysterectomy during either general anaesthesia (six women) or epidural analgesia (T4 to S5) (six women). Surgery during general anaesthesia caused significant lymphopenia 6 and 9 h after skin incision and significantly increased granulocyte-counts 6, 9, and 24 h after skin incision. Epidural analgesia prevented lymphopenia and reduced granulocytosis to about 40% of that seen in the group receiving general anaesthesia. The normal increase in plasma glucose and cortisol during and after surgery was abolished by epidural analgesia. These results indicate that neurogenic stimuli from the surgical area, probably through their influence on adrenal hormones (cortisol and adrenaline), are the main mediators of postoperative lymphopenia and are partly responsible for postoperative granulocytosis. Inhibition of the endocrine-metabolic response to surgery may prevent postoperative immunodepression.",NA
1979,Lancet,Distinction between endocervical and endometrial adenocarcinoma with immunoperoxidase staining of carcinoembryonic antigen in routine histological tissue specimens.,"The differential diagnosis of endocervical and endometrial adenocarcinomas can be improved by the demonstration of carcinoembryonic antigen (CEA) in tissue by means of immunoperoxidase staining. Tissue from 131 (80%) of 163 patients with endocervical adenocarcinoma but only 11 (8%) of 137 patients with endometrial adenocarcinoma was CEA-positive. The commonest exceptions were endocervical mesonephroid adenocarcinomas (which were CEA-negative) and endometrial adenosquamous carcinomas (which were CEA-positive). After exclusion of these on simple morphological criteria, 86 of 107 endocervical adenocarcinomas (80%) were CEA-positive, and all 122 endometrial adenocarcinomas were CEA-negative. The remarkable difference in the expression of CEA between endocervical and endometrial adenocarcinomas suggests a novel application of immunohistochemistry in routine clinical practice.",NA
1979,Lancet,"""Incessant ovulation"" and ovarian cancer.","A case-control study of 150 ovarian cancer patients under the age of 50 and individually matched controls was done to study the influence of fertility and oral contraceptive use on the risk of ovarian cancer. The risk decreased with increasing numbers of live births, with increasing numbers of incomplete pregnancies, and with the use of oral contraceptives. These three factors can be amalgamated into a single index of protection--""protected time""--by considering them all as periods of anovulation. The complement of protected time--viz., ""ovulatory age"", the period between menarche and diagnosis of ovarian cancer (or cessation of menses) minus ""protected time""--was strongly related to risk of ovarian cancer. Other factors found to be associated with increased ovarian cancer risk were obesity, cervical polyps, and gallbladder disease. Women who had an ""immediate"" intolerance to oral contraceptive use had a fourfold increased risk of ovarian cancer. 7 patients, but no controls, could recall a family history of ovarian cancer.",NA
1979,Lancet,"Does screening by ""Pap"" smears help prevent cervical cancer? A case-control study.","The Papanicolaou (Pap)-smear history of 212 cases of invasive cervical cancer was compared with that of 1060 age-matched controls drawn from neighbours. In the 5 years before the year of diagnosis 32% of the cases had been screened by Pap smear, compared with 56% of the controls. This difference was statistically highly significant (p less than 0.0001) and indicated a relative risk of invasive cancer of 2.7 in women who had not been screened by Pap smear, compared with those who had. Differences in Pap-smear history between cases and controls persisted when the data were stratified by age, income, education, marital history, smoking habit, employment status, and access to medical care. These results support the belief that the Pap smear is an effective screening procedure for invasive cervical cancer.",NA
1978,Lancet,Cancer-specific density changes in lymphocytes after stimulation with phytohaemagglutinin.,"A fluorescence polarisation technique (""S.C.M. test"") for detecting responses to phytohaemagglutinin revealed that the responsive lymphocytes from patients with malignant disease had an abnormal distribution after centrifugation through lymphocyte separation medium. In a small blind series the technique accurately distinguished patients with histologically proven malignancies from those with nonmalignant disease and normal people.",NA
1978,Lancet,Radiotherapy and hyperbaric oxygen. Report of a Medical Research Council Working Party.,"The M.R.C. Working Party has coordinated randomised clinical trials to assess hyperbaric oxygen as a sensitiser in radiotherapy. 1669 patients were registered in these studies between 1963 and 1976. Hyperbaric oxygen significantly improved both survival and local tumour control after radiotherapy for head-and-neck tumours and for advanced carcinoma of the cervix. In carcinoma of the bronchus there seemed to be some improvement in survival but this was not statistically singificant. In carcinoma of the bladder hyperbaric oxygen has shown no benefit. Centres already equipped with hyperbaric chambers should continue to use them for those types of tumour shown to benefit. Since hyperbaric oxygen treatment makes great demands on medical and other staff, extension of its use must await comparison with other methods for improving radiotherapy which are now being evaluated.",NA
1978,Lancet,Cervical cancer in younger women.,"Cervical cancer does not begin in women at some vague mid-procreative term, but is a concomitant of early sexual activity. In Brighton the mean age of patients with histologically proven carcinoma of the cervix has been falling, from 50 in 1967 to 35 by 1977. In one year abnormal cells were found in cervical smears from 24 teenage girls (5 aged 16, 2 aged 17, 8 aged 18 and 9 aged 19), and in 4 of these teenage cases malignancy was subsequently proved histologically. Until the aetiology of the  disease is established no lower age limit should be set for cervical screening; all young women should be entitled and encouraged to have cervical cytology tests.",NA
1978,Lancet,Mortality from carcinoma of cervix uteri in Britain.,"A review of age-specific mortality-rates from cervical cancer in England and Wales and in Scotland in 1968--76 shows a decline, striking at some ages. In England and Wales, however, there has been an increase at ages 25--34 and, possibly, at 15--24. Signs of such an increase are also seen in Scotland for the age-groups 25--34 when figures for two regions with well-established screening programmes are removed. Indeed trends in these regions compared with those for the rest of Scotland support the benefit of cervical screening.",NA
1978,Lancet,Critical assessment of dilatation and curettage in 1029 women.,"Of 1029 dilatation-and-curettage operations carried out in a 12-month period, more than half were in women aged under 40, and 38% were for menstrual disturbances. The yield of intrauterine disease in these groups was low--curettage for post-menopausal bleeding or discharge in 150 women detected 15 endomettrial carcinomas and a similar number of other endometrial lesions. The complication-rate resulting from curettage was 1.7%--i.e., equivalent to the overall rate of detection of endometrial carcinoma. Selection of patients submitted to uterine curettage could be better, but postmenopausal bleeding remains an indication for mandatory uterine curettage.",NA
1978,Lancet,Women with positive cervical smears but without surgical intervention. A follow-up study.,"By a collaborative effort among British cytopathologists, 101 women were identified who had had unsuspected ""positive"" cervical smears but who, after at least 2 years, had still escaped biopsy through refusal, default, or failure to trace. Of these, 31 still could not be traced; 10 were traced but could not be further examined (8 because they refused); 7 had clinically diagnosed carcinoma of the cervix; and the remaining 53 had further smears and/or biopsies after a mean interval of 5.2 years. In 19 of the 53 the smear had become negative or biopsy showed no lesion. Regression was confined to women aged under 40 at the time of the initial positive smear. In 20 cases biopsy showed dysplasia or carcinoma-in-situ, in 3 microinvasive carcinoma, and in 3 occult invasive carcinoma. Of the 7 women who presented clinically with carcinoma of the cervix, this caused death in 5.",NA
1978,Lancet,Sperm basic proteins in cervical carcinogenesis: Correlation with socioeconomic class.,"Two types of basic protein, a histone and a protamine, were separated from single ejaculates of human sperm and a ratio between their contents in a given number of sperm established. The ratio varied widely in different males and correlated with ranking by social class: the lower the social class, the greater the proportion of protamine. Statistically similar correlations link social class with the incidence of venereal disease and the incidence of in-situ carcinoma of the cervix, both of which are epidemiological variables in squamous cervical cancer. The basic proteins of the sperm head, especially the protamines, may thus also have a role in the aetiology of squamous cervical cancer.",NA
1978,Lancet,Uterine cervical cytology and young women.,"9000 women aged 20 years and under who had cervical smears taken in the 10-year period 1967-76 were studied. The number of young women with abnormal smears rose, but this increase was in proportion to the number screened. Abnormal smears were found in 145 (1.6%) cases. Follow-up for periods of up to 10 years showed that in over half the cases subsequent smears had reverted to normal without treatment. 19 of the 145 patients progressed to have smears which were suggestive of malignancy: 16 of these were diagnosed histologically as carcinoma-in-situ, and the other 3 were histological dysplasias. At follow-up no cases of carcinoma-in-situ were found in women under 21. No cases of invasive cancer were found on the initial biopsy. One microinvasive cancer was found in a woman aged 26 on a second biopsy 6 1/2 years after the first atypical smear. The preclinical cases were detected from smears taken during pregnancy, or, in the case of the one possibly nulliparous girl, during a gynaecological consultation. These women did not attend family-planning clinics until after a pregnancy.",NA
1976,Lancet,Rapid decrease in plasma-triiodothyronine during surgery and epidural analgesia independent of afferent neurogenic stimuli and of cortisol.,"Changes in circulating triiodothyronine (T3), thyroxine (T4), binding of thyroid hormones to plasma proteins (resin-T3 test), cortisol, and glucose were evaluated in sixteen patients undergoing abdominal hysterectomy. In eight of the patients afferent neurogenic impulses from the surgical area were blocked during and after operation by epidural analgesia. These patients were pain-free, and the normal stress-induced increase in cortisol and glucose was abolished. During epidural analgesia and general anesthesia plasma-T3 fell rapidly and values in the hypothyroid range were found 6 hours after skin incision. Similarly, an increase in the resin-T3 test reflected decreased binding of T3 to plasma proteins. Plasma-T4 decreased slightly during surgery and epidural analgesia (as it does when other anaesthetics are given), but increased during general anaesthesia. These results indicated that the alterations in thyroid hormones and their binding to plasma proteins after surgery are not caused by a stress-induced increase in plasma-cortisol or by neurogenic afferent stimuli from the surgical area, factors which are both known to affect concentrations of other hormones.",NA
1976,Lancet,Trial of new cervical spatula.,"A trial comparing the relative values of the 'Armovical' and Ayre's spatulae showed a significant improvement of the former over the latter in sampling endocervical epithelium. No such difference was found in their ability to detect epithelial atypia. However, it was confirmed that if (at each attendance of a patient) the cervix was sampled twice instead of once the incidence of atypical smears was increased.",NA
1975,Lancet,Treatment of radiation-induced gastrointestinal distress with acetylsalicylate.,"Highly buffered acetylsalicylate was used to treat diarrhoea and other gastrointestinal side-effects of radiotherapy in 28 women who were receiving treatment for uterine cancer. In a double-blind, balanced, and randomised trial, acetylsalicylate significantly reduced the number of bowel motions and relieved abdominal pain and flatulence.",NA
